activity_id,activity_type,activity_date,lead_id,notes
10302,Call,2024-02-22,881,Product demo scheduled
10303,Meeting,2024-01-02,1137,Product demo scheduled
10304,Call,2024-07-31,362,Follow-up call
10305,Meeting,2024-01-27,1534,Proposal review
10306,Email,2024-10-12,4433,Proposal review
10307,Email,2024-11-23,1095,Follow-up call
10308,Email,2024-01-31,4540,Proposal review
10309,Call,2024-05-15,4490,Client discussion
10310,Email,2024-07-09,301,Proposal review
10311,Demo,2024-07-13,4953,Proposal review
10312,Meeting,2024-03-24,266,Follow-up call
10313,Call,2024-05-26,695,Client discussion
10314,Meeting,2024-03-10,2109,Proposal review
10315,Call,2024-11-24,3897,Product demo scheduled
10316,Demo,2024-03-27,2021,Email sent
10317,Demo,2024-02-04,2900,Email sent
10318,Meeting,2024-03-27,4251,Client discussion
10319,Meeting,2024-08-21,2652,Proposal review
10320,Demo,2024-04-19,4013,Email sent
10321,Email,2024-10-30,1882,Follow-up call
10322,Meeting,2024-06-09,4088,Proposal review
10323,Demo,2024-12-03,4922,Email sent
10324,Email,2024-07-18,3634,Proposal review
10325,Call,2024-08-28,2555,Follow-up call
10326,Call,2024-07-07,4806,Product demo scheduled
10327,Meeting,2024-12-10,4387,Follow-up call
10328,Meeting,2024-01-03,2300,Product demo scheduled
10329,Call,2024-05-01,2794,Proposal review
10330,Call,2024-03-09,4348,Client discussion
10331,Demo,2024-11-12,3139,Proposal review
10332,Call,2024-11-12,3434,Product demo scheduled
10333,Meeting,2024-06-06,3834,Proposal review
10334,Call,2024-09-05,2676,Follow-up call
10335,Email,2024-02-14,467,Follow-up call
10336,Meeting,2024-03-07,3191,Product demo scheduled
10337,Email,2024-07-13,2547,Client discussion
10338,Call,2024-09-26,192,Product demo scheduled
10339,Meeting,2024-06-25,4772,Client discussion
10340,Call,2024-09-13,2860,Email sent
10341,Email,2024-06-13,3321,Client discussion
10342,Email,2024-06-21,1291,Client discussion
10343,Email,2024-08-28,3713,Email sent
10344,Meeting,2024-01-20,3664,Proposal review
10345,Meeting,2024-06-14,3759,Product demo scheduled
10346,Demo,2024-05-09,4589,Client discussion
10347,Email,2024-06-18,623,Product demo scheduled
10348,Email,2024-06-18,4513,Client discussion
10349,Demo,2024-08-22,4855,Follow-up call
10350,Call,2024-12-03,4029,Client discussion
10351,Email,2024-03-21,3935,Email sent
10352,Email,2024-11-14,2243,Email sent
10353,Demo,2024-06-16,1328,Product demo scheduled
10354,Demo,2024-09-11,2088,Email sent
10355,Call,2024-03-13,494,Product demo scheduled
10356,Meeting,2024-05-17,312,Proposal review
10357,Call,2024-01-31,4590,Client discussion
10358,Call,2024-06-24,4673,Follow-up call
10359,Email,2024-05-24,1176,Proposal review
10360,Meeting,2024-08-28,2623,Product demo scheduled
10361,Meeting,2024-02-05,1653,Email sent
10362,Demo,2024-07-11,2029,Client discussion
10363,Email,2024-11-10,2330,Proposal review
10364,Call,2024-06-08,1072,Proposal review
10365,Email,2024-01-12,2222,Follow-up call
10366,Meeting,2024-03-13,184,Proposal review
10367,Email,2024-04-14,2159,Proposal review
10368,Call,2024-02-05,4319,Email sent
10369,Demo,2024-09-26,4064,Product demo scheduled
10370,Demo,2024-03-14,4271,Product demo scheduled
10371,Demo,2024-06-27,4942,Product demo scheduled
10372,Email,2024-12-20,4159,Follow-up call
10373,Meeting,2024-02-22,541,Proposal review
10374,Call,2024-07-15,396,Product demo scheduled
10375,Email,2024-12-12,1896,Follow-up call
10376,Meeting,2024-05-29,2305,Follow-up call
10377,Meeting,2024-05-07,3438,Proposal review
10378,Call,2024-12-06,1481,Follow-up call
10379,Email,2024-02-14,1823,Proposal review
10380,Call,2024-03-22,548,Follow-up call
10381,Email,2024-07-31,3978,Proposal review
10382,Demo,2024-08-22,3800,Proposal review
10383,Email,2024-08-01,2803,Proposal review
10384,Demo,2024-06-08,2926,Client discussion
10385,Meeting,2024-06-18,477,Product demo scheduled
10386,Meeting,2024-09-15,908,Email sent
10387,Meeting,2024-12-22,2049,Product demo scheduled
10388,Meeting,2024-02-26,884,Follow-up call
10389,Email,2024-07-14,1674,Email sent
10390,Meeting,2024-07-09,1683,Product demo scheduled
10391,Call,2024-10-02,1109,Product demo scheduled
10392,Email,2024-04-06,674,Product demo scheduled
10393,Meeting,2024-12-13,573,Client discussion
10394,Meeting,2024-06-21,234,Proposal review
10395,Call,2024-03-14,3085,Client discussion
10396,Call,2024-08-09,1136,Proposal review
10397,Call,2024-07-16,3605,Client discussion
10398,Call,2024-06-12,1011,Client discussion
10399,Meeting,2024-09-16,3912,Proposal review
10400,Email,2024-02-24,3442,Client discussion
10401,Email,2024-05-10,1113,Proposal review
10402,Demo,2024-05-07,447,Product demo scheduled
10403,Meeting,2024-01-28,3579,Email sent
10404,Meeting,2024-09-01,1384,Client discussion
10405,Email,2024-12-07,276,Product demo scheduled
10406,Email,2024-07-03,4156,Email sent
10407,Email,2024-08-20,3786,Follow-up call
10408,Email,2024-07-10,4475,Product demo scheduled
10409,Meeting,2024-09-28,4583,Email sent
10410,Call,2024-10-29,4829,Client discussion
10411,Meeting,2024-02-12,3147,Client discussion
10412,Call,2024-12-27,4784,Client discussion
10413,Meeting,2024-07-20,2402,Client discussion
10414,Demo,2024-05-08,2634,Product demo scheduled
10415,Email,2024-10-26,49,Follow-up call
10416,Meeting,2024-02-07,3035,Product demo scheduled
10417,Meeting,2024-03-20,4312,Proposal review
10418,Demo,2024-10-02,2994,Client discussion
10419,Meeting,2024-09-09,77,Follow-up call
10420,Demo,2024-09-06,4908,Client discussion
10421,Call,2024-03-04,2468,Proposal review
10422,Demo,2024-01-23,1872,Proposal review
10423,Demo,2024-03-14,2816,Follow-up call
10424,Email,2024-09-14,229,Follow-up call
10425,Meeting,2024-12-07,629,Proposal review
10426,Demo,2024-12-30,266,Proposal review
10427,Email,2024-05-18,3469,Follow-up call
10428,Email,2024-02-24,3389,Follow-up call
10429,Email,2024-12-05,2442,Follow-up call
10430,Demo,2024-10-27,1045,Follow-up call
10431,Demo,2024-05-17,2868,Proposal review
10432,Meeting,2024-03-31,3997,Client discussion
10433,Meeting,2024-11-27,1468,Email sent
10434,Email,2024-03-05,4601,Proposal review
10435,Demo,2024-12-17,4114,Client discussion
10436,Call,2024-06-30,428,Proposal review
10437,Demo,2024-09-23,4163,Follow-up call
10438,Meeting,2024-07-02,3835,Follow-up call
10439,Meeting,2024-07-05,3407,Proposal review
10440,Call,2024-08-03,3397,Email sent
10441,Meeting,2024-01-23,4634,Product demo scheduled
10442,Demo,2024-05-02,3179,Client discussion
10443,Demo,2024-11-23,116,Client discussion
10444,Meeting,2024-06-09,979,Proposal review
10445,Call,2024-02-06,1795,Product demo scheduled
10446,Meeting,2024-07-31,1540,Product demo scheduled
10447,Email,2024-05-13,3043,Follow-up call
10448,Email,2024-07-10,3236,Email sent
10449,Demo,2024-02-04,4862,Product demo scheduled
10450,Call,2024-03-15,3520,Email sent
10451,Demo,2024-06-08,4572,Proposal review
10452,Demo,2024-10-10,2492,Email sent
10453,Demo,2024-10-19,4158,Email sent
10454,Demo,2024-04-11,699,Email sent
10455,Demo,2024-04-24,479,Client discussion
10456,Email,2024-09-10,418,Client discussion
10457,Email,2024-07-18,4676,Product demo scheduled
10458,Email,2024-06-26,4616,Follow-up call
10459,Demo,2024-05-08,1091,Product demo scheduled
10460,Call,2024-03-02,1099,Proposal review
10461,Meeting,2024-07-26,4804,Follow-up call
10462,Call,2024-09-06,3199,Product demo scheduled
10463,Call,2024-11-06,742,Email sent
10464,Demo,2024-05-04,3824,Follow-up call
10465,Meeting,2024-12-07,2834,Product demo scheduled
10466,Demo,2024-01-03,3442,Product demo scheduled
10467,Email,2024-04-08,99,Proposal review
10468,Email,2024-06-27,3418,Proposal review
10469,Email,2024-11-24,2891,Proposal review
10470,Demo,2024-07-10,3208,Email sent
10471,Meeting,2024-03-26,4981,Email sent
10472,Meeting,2024-02-03,16,Client discussion
10473,Call,2024-12-29,290,Product demo scheduled
10474,Email,2024-08-28,1665,Follow-up call
10475,Email,2024-03-06,2528,Email sent
10476,Email,2024-12-29,3642,Client discussion
10477,Demo,2024-04-15,2662,Product demo scheduled
10478,Email,2024-06-23,3385,Follow-up call
10479,Call,2024-10-12,4218,Product demo scheduled
10480,Call,2024-05-04,4425,Follow-up call
10481,Demo,2024-12-10,4774,Client discussion
10482,Demo,2024-03-12,550,Email sent
10483,Meeting,2024-04-12,525,Follow-up call
10484,Call,2024-12-01,1341,Email sent
10485,Call,2024-08-26,3969,Email sent
10486,Call,2024-04-17,3206,Proposal review
10487,Demo,2024-07-20,1873,Proposal review
10488,Meeting,2024-09-02,1436,Email sent
10489,Call,2024-11-28,2018,Product demo scheduled
10490,Demo,2024-06-16,4764,Email sent
10491,Meeting,2024-06-21,84,Product demo scheduled
10492,Email,2024-12-16,4026,Email sent
10493,Call,2024-03-29,4926,Client discussion
10494,Call,2024-04-25,4019,Client discussion
10495,Email,2024-06-25,1622,Follow-up call
10496,Email,2024-03-20,2056,Client discussion
10497,Email,2024-12-18,3672,Client discussion
10498,Demo,2024-08-19,804,Email sent
10499,Meeting,2024-01-25,2045,Follow-up call
10500,Meeting,2024-07-25,4107,Proposal review
10501,Call,2024-08-21,550,Product demo scheduled
10502,Demo,2024-06-17,1244,Client discussion
10503,Meeting,2024-10-04,4945,Follow-up call
10504,Meeting,2024-03-22,4911,Email sent
10505,Email,2024-09-16,4119,Product demo scheduled
10506,Call,2024-12-31,605,Client discussion
10507,Call,2024-05-21,4810,Proposal review
10508,Demo,2024-09-11,3389,Client discussion
10509,Call,2024-05-05,3277,Follow-up call
10510,Demo,2024-06-29,3609,Proposal review
10511,Meeting,2024-03-11,4163,Product demo scheduled
10512,Email,2024-12-26,3169,Follow-up call
10513,Meeting,2024-12-02,2203,Email sent
10514,Call,2024-03-08,4610,Client discussion
10515,Meeting,2024-10-24,2429,Product demo scheduled
10516,Meeting,2024-06-12,3753,Proposal review
10517,Demo,2024-07-21,630,Product demo scheduled
10518,Demo,2024-06-24,2785,Follow-up call
10519,Call,2024-12-28,4773,Follow-up call
10520,Meeting,2024-10-31,2840,Proposal review
10521,Demo,2024-09-20,1537,Product demo scheduled
10522,Email,2024-10-15,2987,Email sent
10523,Email,2024-07-15,126,Follow-up call
10524,Meeting,2024-02-14,1264,Proposal review
10525,Call,2024-07-31,3137,Follow-up call
10526,Meeting,2024-12-09,1883,Proposal review
10527,Call,2024-12-27,4351,Proposal review
10528,Call,2024-08-12,1113,Follow-up call
10529,Email,2024-01-15,1831,Product demo scheduled
10530,Call,2024-02-04,1294,Follow-up call
10531,Demo,2024-07-21,3906,Proposal review
10532,Email,2024-08-14,1343,Follow-up call
10533,Email,2024-11-27,3636,Product demo scheduled
10534,Meeting,2024-05-08,4123,Product demo scheduled
10535,Demo,2024-07-04,3445,Proposal review
10536,Call,2024-08-23,825,Email sent
10537,Call,2024-06-26,3323,Client discussion
10538,Demo,2024-05-26,1588,Email sent
10539,Demo,2024-09-07,3919,Follow-up call
10540,Meeting,2024-05-13,3204,Proposal review
10541,Email,2024-11-03,1999,Follow-up call
10542,Demo,2024-05-08,4891,Follow-up call
10543,Meeting,2024-05-18,3488,Email sent
10544,Demo,2024-05-03,411,Client discussion
10545,Demo,2024-09-30,1021,Follow-up call
10546,Email,2024-06-18,1740,Follow-up call
10547,Email,2024-10-28,1443,Proposal review
10548,Demo,2024-03-06,2591,Client discussion
10549,Demo,2024-09-17,399,Follow-up call
10550,Meeting,2024-09-21,424,Client discussion
10551,Call,2024-02-16,2408,Proposal review
10552,Call,2024-06-10,4984,Proposal review
10553,Call,2024-01-21,210,Follow-up call
10554,Call,2024-01-18,3693,Product demo scheduled
10555,Meeting,2024-05-11,3216,Proposal review
10556,Email,2024-11-18,2532,Proposal review
10557,Meeting,2024-05-04,3293,Email sent
10558,Email,2024-10-20,266,Email sent
10559,Meeting,2024-02-23,1726,Follow-up call
10560,Meeting,2024-10-21,3097,Proposal review
10561,Call,2024-09-25,1795,Product demo scheduled
10562,Call,2024-04-12,109,Client discussion
10563,Meeting,2024-03-05,4437,Client discussion
10564,Email,2024-07-02,556,Follow-up call
10565,Call,2024-10-25,343,Product demo scheduled
10566,Meeting,2024-11-03,2460,Follow-up call
10567,Meeting,2024-03-26,4731,Client discussion
10568,Call,2024-04-02,2569,Email sent
10569,Demo,2024-11-14,4831,Follow-up call
10570,Email,2024-03-12,2023,Email sent
10571,Demo,2024-12-13,3431,Proposal review
10572,Demo,2024-08-08,298,Proposal review
10573,Email,2024-09-25,4729,Client discussion
10574,Call,2024-04-13,2538,Follow-up call
10575,Email,2024-10-15,3854,Email sent
10576,Email,2024-09-30,3778,Client discussion
10577,Meeting,2024-12-08,1593,Follow-up call
10578,Call,2024-09-18,1611,Proposal review
10579,Email,2024-03-23,4657,Product demo scheduled
10580,Demo,2024-12-27,70,Product demo scheduled
10581,Demo,2024-07-14,1986,Email sent
10582,Email,2024-01-03,3866,Follow-up call
10583,Meeting,2024-06-07,4582,Follow-up call
10584,Meeting,2024-03-01,1823,Product demo scheduled
10585,Call,2024-02-09,3850,Email sent
10586,Demo,2024-01-29,2795,Proposal review
10587,Demo,2024-07-26,3706,Proposal review
10588,Call,2024-10-30,1119,Email sent
10589,Email,2024-01-18,1866,Follow-up call
10590,Email,2024-09-28,3637,Client discussion
10591,Demo,2024-05-18,275,Client discussion
10592,Email,2024-05-01,106,Product demo scheduled
10593,Demo,2024-01-07,3098,Proposal review
10594,Demo,2024-09-28,3950,Follow-up call
10595,Email,2024-05-16,4892,Proposal review
10596,Email,2024-07-12,2652,Client discussion
10597,Demo,2024-02-02,1552,Proposal review
10598,Meeting,2024-10-22,3394,Proposal review
10599,Meeting,2024-12-23,2978,Follow-up call
10600,Meeting,2024-06-10,1875,Proposal review
10601,Meeting,2024-03-31,2912,Proposal review
10602,Meeting,2024-06-01,4246,Email sent
10603,Email,2024-06-14,1143,Proposal review
10604,Call,2024-12-28,922,Email sent
10605,Meeting,2024-02-23,844,Follow-up call
10606,Meeting,2024-08-09,3903,Product demo scheduled
10607,Email,2024-10-05,2821,Follow-up call
10608,Meeting,2024-08-23,3505,Client discussion
10609,Demo,2024-09-10,304,Client discussion
10610,Call,2024-12-04,3390,Email sent
10611,Call,2024-11-07,4462,Product demo scheduled
10612,Email,2024-02-04,4776,Product demo scheduled
10613,Meeting,2024-08-10,2652,Follow-up call
10614,Email,2024-09-05,2622,Email sent
10615,Demo,2024-01-27,2037,Client discussion
10616,Meeting,2024-07-11,1661,Product demo scheduled
10617,Email,2024-10-03,4736,Product demo scheduled
10618,Email,2024-06-02,2946,Product demo scheduled
10619,Meeting,2024-06-13,3704,Follow-up call
10620,Meeting,2024-02-09,2596,Client discussion
10621,Demo,2024-09-28,1094,Proposal review
10622,Email,2024-10-01,4456,Follow-up call
10623,Email,2024-03-26,2207,Product demo scheduled
10624,Demo,2024-02-15,3093,Follow-up call
10625,Demo,2024-03-23,4189,Proposal review
10626,Demo,2024-05-08,3944,Proposal review
10627,Email,2024-04-20,3846,Follow-up call
10628,Email,2024-12-16,4559,Client discussion
10629,Meeting,2024-08-28,4590,Proposal review
10630,Email,2024-07-30,4314,Follow-up call
10631,Email,2024-03-03,1270,Product demo scheduled
10632,Meeting,2024-02-16,1440,Product demo scheduled
10633,Email,2024-09-18,8,Proposal review
10634,Email,2024-06-27,1972,Email sent
10635,Meeting,2024-02-18,4111,Client discussion
10636,Meeting,2024-06-23,3016,Client discussion
10637,Call,2024-10-03,1346,Client discussion
10638,Email,2024-02-13,2141,Follow-up call
10639,Call,2024-04-28,2844,Proposal review
10640,Email,2024-01-15,1664,Product demo scheduled
10641,Email,2024-08-08,3890,Product demo scheduled
10642,Meeting,2024-12-07,2481,Email sent
10643,Call,2024-06-06,3660,Email sent
10644,Demo,2024-07-03,3630,Follow-up call
10645,Demo,2024-09-14,4786,Proposal review
10646,Email,2024-02-17,1595,Product demo scheduled
10647,Meeting,2024-01-31,4297,Proposal review
10648,Email,2024-10-03,3341,Email sent
10649,Meeting,2024-07-16,2394,Product demo scheduled
10650,Meeting,2024-08-12,3168,Follow-up call
10651,Email,2024-04-17,167,Email sent
10652,Email,2024-07-04,4460,Proposal review
10653,Email,2024-09-23,4899,Client discussion
10654,Demo,2024-08-27,1749,Proposal review
10655,Email,2024-02-09,3250,Product demo scheduled
10656,Email,2024-01-09,4540,Client discussion
10657,Demo,2024-01-22,845,Proposal review
10658,Email,2024-07-20,1248,Email sent
10659,Call,2024-04-30,1700,Proposal review
10660,Meeting,2024-11-07,403,Email sent
10661,Meeting,2024-12-07,4093,Client discussion
10662,Call,2024-11-19,740,Proposal review
10663,Email,2024-05-10,1824,Follow-up call
10664,Email,2024-02-18,501,Follow-up call
10665,Demo,2024-07-29,1925,Proposal review
10666,Demo,2024-04-01,1178,Email sent
10667,Meeting,2024-07-04,2607,Client discussion
10668,Call,2024-05-28,22,Email sent
10669,Meeting,2024-08-20,3100,Product demo scheduled
10670,Email,2024-10-21,2884,Follow-up call
10671,Call,2024-11-20,16,Email sent
10672,Meeting,2024-09-26,3498,Follow-up call
10673,Call,2024-07-14,3397,Follow-up call
10674,Call,2024-04-03,3191,Follow-up call
10675,Meeting,2024-08-02,4843,Follow-up call
10676,Call,2024-08-14,2146,Email sent
10677,Meeting,2024-04-12,4188,Email sent
10678,Call,2024-07-13,1099,Client discussion
10679,Meeting,2024-02-07,196,Proposal review
10680,Demo,2024-11-16,4028,Email sent
10681,Meeting,2024-06-12,3856,Product demo scheduled
10682,Email,2024-02-08,3528,Client discussion
10683,Call,2024-03-31,2244,Product demo scheduled
10684,Email,2024-09-25,4688,Product demo scheduled
10685,Meeting,2024-05-16,2083,Follow-up call
10686,Demo,2024-02-09,555,Follow-up call
10687,Demo,2024-03-28,4226,Client discussion
10688,Call,2024-03-27,1998,Follow-up call
10689,Meeting,2024-11-23,250,Proposal review
10690,Demo,2024-08-15,773,Client discussion
10691,Meeting,2024-04-29,1822,Product demo scheduled
10692,Call,2024-09-12,661,Client discussion
10693,Demo,2024-10-21,2596,Client discussion
10694,Meeting,2024-02-03,1399,Email sent
10695,Email,2024-05-29,4744,Product demo scheduled
10696,Email,2024-01-03,1474,Email sent
10697,Call,2024-07-01,1483,Follow-up call
10698,Meeting,2024-03-12,907,Proposal review
10699,Demo,2024-10-07,30,Follow-up call
10700,Email,2024-08-01,4975,Proposal review
10701,Email,2024-06-20,373,Client discussion
10702,Call,2024-09-01,1868,Product demo scheduled
10703,Meeting,2024-11-03,520,Product demo scheduled
10704,Meeting,2024-05-02,444,Product demo scheduled
10705,Email,2024-07-06,376,Product demo scheduled
10706,Demo,2024-05-08,4919,Proposal review
10707,Email,2024-05-02,4597,Product demo scheduled
10708,Meeting,2024-05-31,388,Product demo scheduled
10709,Demo,2024-11-24,3220,Client discussion
10710,Meeting,2024-04-17,4884,Email sent
10711,Meeting,2024-03-20,4606,Client discussion
10712,Call,2024-04-07,1842,Follow-up call
10713,Demo,2024-11-23,2087,Follow-up call
10714,Meeting,2024-10-11,3371,Product demo scheduled
10715,Email,2024-10-29,384,Email sent
10716,Meeting,2024-01-11,2726,Follow-up call
10717,Meeting,2024-12-09,4188,Proposal review
10718,Call,2024-06-20,4789,Follow-up call
10719,Meeting,2024-03-01,4564,Product demo scheduled
10720,Email,2024-08-26,4000,Product demo scheduled
10721,Call,2024-01-31,426,Proposal review
10722,Meeting,2024-05-27,2107,Proposal review
10723,Email,2024-10-17,879,Follow-up call
10724,Demo,2024-03-04,3969,Client discussion
10725,Call,2024-01-16,1642,Client discussion
10726,Meeting,2024-07-20,4325,Email sent
10727,Meeting,2024-09-28,3246,Client discussion
10728,Demo,2024-04-16,3923,Client discussion
10729,Meeting,2024-11-02,3100,Proposal review
10730,Demo,2024-01-03,3625,Product demo scheduled
10731,Email,2024-07-20,3101,Follow-up call
10732,Meeting,2024-08-28,2158,Follow-up call
10733,Email,2024-01-04,4574,Follow-up call
10734,Call,2024-04-08,3575,Email sent
10735,Email,2024-09-13,1261,Client discussion
10736,Email,2024-09-30,4798,Client discussion
10737,Call,2024-06-05,1770,Email sent
10738,Email,2024-07-05,959,Proposal review
10739,Call,2024-03-11,3244,Email sent
10740,Meeting,2024-09-04,3614,Client discussion
10741,Email,2024-12-19,3528,Proposal review
10742,Meeting,2024-10-13,421,Product demo scheduled
10743,Call,2024-08-06,1609,Proposal review
10744,Demo,2024-09-24,570,Proposal review
10745,Meeting,2024-03-17,2144,Email sent
10746,Call,2024-05-07,2772,Product demo scheduled
10747,Demo,2024-07-16,2193,Product demo scheduled
10748,Email,2024-11-09,1804,Follow-up call
10749,Email,2024-11-15,2932,Product demo scheduled
10750,Meeting,2024-03-10,3254,Follow-up call
10751,Meeting,2024-04-06,1482,Email sent
10752,Demo,2024-05-01,2378,Follow-up call
10753,Call,2024-02-13,2081,Email sent
10754,Demo,2024-06-04,3730,Client discussion
10755,Meeting,2024-09-07,1653,Proposal review
10756,Demo,2024-01-19,2257,Email sent
10757,Call,2024-10-21,3417,Proposal review
10758,Call,2024-11-04,2540,Client discussion
10759,Demo,2024-06-21,4711,Proposal review
10760,Demo,2024-04-29,4994,Proposal review
10761,Call,2024-01-17,1644,Client discussion
10762,Call,2024-06-24,3852,Product demo scheduled
10763,Demo,2024-10-04,4756,Follow-up call
10764,Call,2024-09-22,166,Client discussion
10765,Call,2024-12-27,4071,Client discussion
10766,Demo,2024-11-15,2277,Product demo scheduled
10767,Call,2024-08-30,1324,Follow-up call
10768,Demo,2024-12-04,3719,Follow-up call
10769,Demo,2024-10-22,4819,Follow-up call
10770,Demo,2024-06-12,4148,Proposal review
10771,Email,2024-04-28,3361,Product demo scheduled
10772,Meeting,2024-02-05,973,Follow-up call
10773,Meeting,2024-10-02,2719,Proposal review
10774,Demo,2024-08-18,905,Product demo scheduled
10775,Demo,2024-06-16,3909,Product demo scheduled
10776,Call,2024-10-10,1177,Email sent
10777,Call,2024-03-26,4019,Email sent
10778,Meeting,2024-11-28,1349,Client discussion
10779,Call,2024-11-15,3313,Follow-up call
10780,Meeting,2024-02-21,2849,Email sent
10781,Meeting,2024-07-07,1584,Proposal review
10782,Email,2024-02-01,2279,Product demo scheduled
10783,Demo,2024-08-01,1665,Follow-up call
10784,Meeting,2024-07-07,4633,Proposal review
10785,Demo,2024-01-12,4040,Follow-up call
10786,Demo,2024-11-14,2093,Client discussion
10787,Call,2024-05-18,2503,Follow-up call
10788,Call,2024-01-31,2227,Follow-up call
10789,Demo,2024-07-08,3362,Follow-up call
10790,Email,2024-05-02,1008,Follow-up call
10791,Demo,2024-06-08,331,Proposal review
10792,Demo,2024-03-22,4787,Proposal review
10793,Email,2024-03-31,4603,Email sent
10794,Meeting,2024-06-05,1261,Proposal review
10795,Email,2024-05-16,2119,Email sent
10796,Demo,2024-10-21,4909,Product demo scheduled
10797,Meeting,2024-02-28,4888,Proposal review
10798,Email,2024-07-29,3342,Client discussion
10799,Meeting,2024-08-16,3001,Email sent
10800,Demo,2024-10-13,1994,Proposal review
10801,Call,2024-01-31,2643,Product demo scheduled
10802,Email,2024-06-30,4835,Follow-up call
10803,Demo,2024-12-20,4060,Proposal review
10804,Call,2024-10-12,2653,Product demo scheduled
10805,Demo,2024-01-02,876,Proposal review
10806,Meeting,2024-04-24,165,Client discussion
10807,Call,2024-03-21,2869,Proposal review
10808,Call,2024-01-24,2405,Follow-up call
10809,Email,2024-02-20,3351,Proposal review
10810,Demo,2024-08-26,2885,Product demo scheduled
10811,Demo,2024-01-01,3587,Follow-up call
10812,Email,2024-08-17,4716,Proposal review
10813,Call,2024-08-12,3523,Product demo scheduled
10814,Meeting,2024-01-05,3363,Client discussion
10815,Email,2024-12-22,3757,Product demo scheduled
10816,Call,2024-12-18,2410,Product demo scheduled
10817,Call,2024-09-06,3336,Proposal review
10818,Demo,2024-03-10,1376,Proposal review
10819,Call,2024-03-14,2849,Client discussion
10820,Email,2024-02-06,3247,Product demo scheduled
10821,Call,2024-06-12,4181,Client discussion
10822,Demo,2024-05-19,3953,Product demo scheduled
10823,Meeting,2024-08-02,444,Client discussion
10824,Demo,2024-08-27,4198,Product demo scheduled
10825,Call,2024-12-15,1673,Proposal review
10826,Call,2024-07-19,881,Client discussion
10827,Meeting,2024-01-17,1514,Proposal review
10828,Call,2024-05-01,2109,Follow-up call
10829,Demo,2024-04-25,767,Product demo scheduled
10830,Email,2024-12-10,455,Proposal review
10831,Demo,2024-08-12,3568,Proposal review
10832,Meeting,2024-05-26,35,Client discussion
10833,Email,2024-11-21,1465,Client discussion
10834,Email,2024-11-17,934,Proposal review
10835,Meeting,2024-04-23,2744,Product demo scheduled
10836,Email,2024-09-13,3559,Follow-up call
10837,Demo,2024-10-08,99,Client discussion
10838,Call,2024-05-02,4255,Follow-up call
10839,Meeting,2024-08-19,1838,Product demo scheduled
10840,Call,2024-04-24,3098,Proposal review
10841,Demo,2024-05-31,2924,Client discussion
10842,Meeting,2024-03-09,3349,Follow-up call
10843,Meeting,2024-03-02,248,Proposal review
10844,Call,2024-06-27,2994,Proposal review
10845,Call,2024-07-05,1282,Email sent
10846,Meeting,2024-01-19,4605,Proposal review
10847,Demo,2024-05-16,2370,Follow-up call
10848,Email,2024-04-07,2816,Email sent
10849,Demo,2024-12-01,1420,Client discussion
10850,Demo,2024-11-01,1233,Proposal review
10851,Email,2024-06-09,3530,Follow-up call
10852,Call,2024-07-15,1533,Client discussion
10853,Meeting,2024-02-02,3000,Follow-up call
10854,Demo,2024-10-27,3660,Client discussion
10855,Call,2024-10-26,1645,Proposal review
10856,Meeting,2024-10-28,2741,Product demo scheduled
10857,Call,2024-03-29,3722,Product demo scheduled
10858,Meeting,2024-05-08,2739,Email sent
10859,Call,2024-12-08,542,Email sent
10860,Demo,2024-08-04,1307,Follow-up call
10861,Email,2024-05-17,3416,Follow-up call
10862,Demo,2024-05-21,3086,Follow-up call
10863,Meeting,2024-03-17,3536,Client discussion
10864,Email,2024-03-18,1157,Product demo scheduled
10865,Meeting,2024-08-18,321,Email sent
10866,Call,2024-01-02,879,Client discussion
10867,Call,2024-03-26,4775,Proposal review
10868,Call,2024-11-11,4575,Email sent
10869,Meeting,2024-01-23,4552,Email sent
10870,Meeting,2024-05-06,3666,Client discussion
10871,Call,2024-03-10,3292,Email sent
10872,Call,2024-09-06,4928,Product demo scheduled
10873,Call,2024-01-08,4270,Follow-up call
10874,Meeting,2024-09-20,4439,Email sent
10875,Call,2024-06-17,4161,Follow-up call
10876,Call,2024-05-17,132,Product demo scheduled
10877,Email,2024-05-24,207,Client discussion
10878,Call,2024-10-10,921,Follow-up call
10879,Meeting,2024-07-11,1814,Client discussion
10880,Demo,2024-10-29,4836,Follow-up call
10881,Email,2024-02-24,1933,Follow-up call
10882,Call,2024-07-29,3399,Email sent
10883,Meeting,2024-08-02,181,Product demo scheduled
10884,Call,2024-03-23,2381,Proposal review
10885,Demo,2024-08-04,2116,Product demo scheduled
10886,Call,2024-03-17,2841,Email sent
10887,Email,2024-07-22,1301,Follow-up call
10888,Demo,2024-05-16,4172,Email sent
10889,Meeting,2024-10-26,2630,Email sent
10890,Call,2024-03-29,3185,Follow-up call
10891,Email,2024-01-01,2005,Product demo scheduled
10892,Call,2024-05-12,3545,Client discussion
10893,Demo,2024-12-17,2900,Proposal review
10894,Call,2024-08-02,3201,Client discussion
10895,Demo,2024-09-19,791,Product demo scheduled
10896,Call,2024-05-26,4708,Email sent
10897,Meeting,2024-01-30,2484,Product demo scheduled
10898,Demo,2024-05-28,823,Proposal review
10899,Meeting,2024-06-29,324,Email sent
10900,Demo,2024-03-14,4617,Client discussion
10901,Email,2024-03-07,1042,Product demo scheduled
10902,Call,2024-08-29,1211,Client discussion
